name,id,start_date_local,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,kilojoules,start_lat,start_lng,end_lat,end_lng,map.id,map.summary_polyline
Sore,14011813862,2025-03-28T09:24:11Z,9659.1,3370,3511,38.3,2.866,9.54,,,,,30.64,-97.68,30.64,-97.68,a14011813862,{e`zDbqdsQDPCH@\C\BN?h@JBp@G@NLCBN?FB@HUDAJBv@@JFDLBN?RIp@DfAD\HPXR@JDBXJV?BDAVF@BWRo@Fg@CyBC[BSE[Dq@Cw@YkDGeCKo@M}AYk@m@aAEk@I]QkAYiAQgAQSQGy@Sg@Qw@KOI_@w@i@[Ym@OOqAu@SGeA{@k@_@EAILE?KGSG@HHB\XPN@FC?GG[UO@wAnB@FRLVVn@~ADT?~@C^DXh@vALx@P^DRBF^XJPL`@Nz@Ff@A^BX?`@DbBd@fETpCDZJd@AHLr@B|@?xAFTf@l@JV?RLdADx@IVKJAHDNZ\JZEXIT@h@G|@K~@Wf@_AhAENCV^hAGFUFWXI?KJQVSJSXK@[Ne@b@KDaCASDgAHwAEe@@QDWA]FSGe@JOA]Di@Ga@Ui@O}@C[Fo@E[@cAYg@i@WQk@G{AV[ZIBKP@JEVYXGPU\IHUFEVQLCLKTKd@C`@Bb@W`@F~@?^HjBN~@HRZZEVDZARGf@Jz@Lj@b@v@@PLj@TXb@hAT\Bz@H`@?TBL@b@i@j@CZFh@DHARDh@@pCIl@?XFjACVUt@En@GHCdAG^Wr@gBfCWv@SVM^g@ZIJALOTELk@d@CH@DLHT^JJ?FE?K[]e@?Q@GRMXYb@w@d@[Zo@HIJUF[P[`B{BXyADs@RmAF_ACm@?WHm@AgADy@GiAM_A?W@IZ[BQ?c@GeAEaASSYw@]e@GUEc@IWOOO[SaB?WHm@?IEI@a@GKKEOYMy@Ew@Ig@AiBBSJIFSG[?UNw@Ve@JKVa@TQDSJQX[\u@VYJGz@Uf@?XFPH\b@XPFDXBRJrCAv@Ld@Xt@Hj@AZI|@@h@Gt@?t@BvBOpA@ZCr@_@ZId@c@b@i@|@m@@EQ{@E_@HSfAyAHQDSP{ABcADGDQ?Se@q@CQJ_@BYCa@OmAAWEOc@i@KY?q@GqBOeABGAMMg@g@uFSwA?QCY@k@EoAKgBG[G{@QOGOCe@i@uCo@{AQu@]_A[g@WUAB^\`@|@Nd@BlAAb@@PHb@@P^r@BR?NEP?PWj@GZBR@pCC|@Bf@Ar@BFApAFnC@tCBDXFrCD|EEREDG?GAaCCa@WmA
Dialed in,14022134855,2025-03-29T10:10:28Z,19313.5,5560,5687,76.7,3.474,5.68,,,,,30.64,-97.68,30.65,-97.67,a14022134855,cf`zDprdsQDrA`AFBNR@BRNW~@?RNEdAJfCl@p@r@N?ZH?Be@Pi@BoAKyBD_CYeDBaCQw@KuAmAaCYcCW}@UaB_@YoDu@e@}@e@Ui@_AqCkB}A}@o@g@EQ\@^_@jBi@PSbFqAj@UV]j@Ep@_@l@Eh@[dAWhFFvSMM}@cDo@v@XhBVFCKWFQpHoBnAe@NHhDI^FtDUzFHBmDI_HDaFQwCBYk@oCK}AUkAIIE_@]OmBj@IVeFpAkAh@kArAq@tBExGiAlFUzBGtAN`DGJkFfBE^Nz@KFwZ@oF`Ba@\{@\oE`Ak@b@{CjAgFwFaBuBAQd@g@Gc@gD_GU}@_AaB_AiCtBmBj@c@N?lEzI_EiIOOQDeD~BfC`FXnAvDhG@NIVSBMUKDL\A\`A~@lEvFx@z@~@j@GRg@S`Av@{@YoApBr@x@j@pAFb@x@dBj@pCBr@RVLd@RxCDbDp@nHb@zBDjE|@zANnCQt@j@jAQp@I~BOn@yArBR~@?j@}@h@i@t@gB|@iOb@wBm@iC?_AOuAaAw@OoAXk@\Mn@wBlC[z@Ef@Bv@QRHrDXfB`@f@G\CtAPlAd@bANv@f@v@j@vAVvCEXk@j@VrBAhDIv@D~A[vAMpBY|@_BtBoAnC_@RI\cA`Ah@xAe@Ro@~@Oz@DbBy@~AMr@GhCH`BJXOr@Rr@MZA|@_@l@LrA_@|@}HjJu@h@yD}HeDeFCUzAuAdBuBfBgApB[bB?hAP\f@VvAOnBwEbEoCtE?l@pArC@b@[b@n@aAtIyJj@_Ar@}F[uEA}AHq@Nu@l@iAMk@D}@N{@vA_Be@_AEUn@i@`@y@j@]`@s@ZeA~AqB\wANwBX}@@k@IWHgFSqCl@y@?OWeBAu@iA_C_AqCMcAFqBg@s@SgBIqCVi@?qAJg@Na@x@u@|@yAPo@d@WtAQd@Dt@n@|@\|EJf@^n@FvCOHDCDmAIsALaCm@aCD`CChCl@bCQ|EMbDCtAk@|@mA`Ae@YeBzA{BPqB?s@Nm@CY_@i@CWRa@?i@Y{Bi@u@Me@?}BOq@Ba@Uq@_@aG[{BCcDW{C]g@g@}DgAqBCF^Vl@rAj@xDXb@\`E@xChA~JUw@y@uIG}D
cd,14022190990,2025-03-29T11:48:36Z,906.3,299,299,2.6,3.031,4.1,,,,,30.65,-97.68,30.64,-97.68,a14022190990,_s`zD`vdsQARBLTFRCdAHtBB~CEVCBE@KCkCAYOm@
4x4,14039182296,2025-03-31T09:15:45Z,9686.1,2805,2930,29.1,3.453,5.54,,,,,30.64,-97.68,30.65,-97.68,a14039182296,ye`zDvpdsQF`@AnADf@J@TKRBBDCDPB@FAJBDHSFANBv@EHH@PA^FRAdAD`AHNTTFLZNT@BD?RF?@URm@@m@IeCJKIM@eCUwBSkEIuAEE?[IWU_@UWUa@Es@aAuFSQwAe@{AYMMKWOSi@YM]Y]iBaAOQyAaAMEEJc@Ov@d@FJ?DG@a@YQCGReA~A?DXNPRp@~A@bACl@BXHTj@x@Rh@Gf@KHhApAJZ@TRpAFx@@tBRdB`@tEJr@LnADJHn@?t@CJB\AZ@VT^RPHVP~ADt@CNKRAL@L`@h@DPAJMh@Bd@MbA@\CLQf@u@z@IFKNGVBZVt@BNEDWDGDa@XKLGBk@r@MHa@HINGBi@HoB@mANgB@_ACOB}@BQFq@@[EcAe@a@Ae@EoBBWIe@COU}@q@MEo@@aAVg@ZEFEXO\ONGNY`@_@VGTSLYdBDj@GLKJCXDb@@nATlBJd@\b@@HI\DNEX?^BXEHN\BPFP\l@BVNh@\b@Rp@Xd@Bd@F`@AHH\Bf@FN?JADe@TMVPzAB|@CnA@n@If@ANH`AAVUlAIn@Cj@Gb@WfAWXOXWTKP[d@Md@U^?FMRITEBCDe@PHAZWVg@LOZy@DOTWHSLQXSVe@^eANwBVaADa@IgA?QHk@AYByBE{@Ki@Ci@LSVQFYEo@Ms@Ay@CGUSSu@]e@Sy@Qe@S[I[KqAHu@IWD_@CEMIWq@QyBGe@BUAq@B]NME_@F{@Vy@FGNIFS^_@Vg@TUVw@l@a@r@Oz@A`@RZ\VPJFV?FFzAJn@ETDb@?r@\j@Hn@@ZGX?|AIb@Bf@E\BbBS`CBZSJCBKh@OZY|@gATGLI?KQ{@?]Ta@h@o@Xs@DYHaABk@AYHUD]EMY_@IW?ILSDWCc@Mu@Ey@o@{@EQCiCEi@Os@?WM_AK{AMy@M}AO{@CmB@O?][sDGa@SWCk@Ki@{A}EKc@EMIIRb@BVjAjCHt@TlA?P@N\f@HvAJj@FbBAXB`@?`A\`CTjDJf@H`ADFB`@DLB`DDNh@n@HV?XPjA@^APQ`@?FDNXZJVOx@EjBKp@Yl@WVm@z@DEDOl@u@b@}@RoBAq@Ng@AS[]KW?QN]@a@QaAG_Ao@}@EQ?oA
cd,14039281768,2025-03-31T10:04:41Z,2156.5,718,718,13.9,3.003,4.42,,,,,30.65,-97.68,30.64,-97.68,a14039281768,so`zDdbdsQAMGMOSOIQOI]EGICKDGFY|@?HAhBBbAAdBFjBAz@B^@`BCNDj@?`AVHl@Cd@BbC@|CEPEHe@?q@BKAQEKB[Ge@m@_CA_@Dw@FSPMVWJAFBLXb@~AN|@@`AEbAGDEEAHBZ?r@CLBJAf@v@CZ@fECd@CPEL@HE@@UFs@FuCBaAAcA@CC@OA{@@y@GS?MFm@KI
Recovery Miles,14050681624,2025-04-01T11:20:10Z,12877.0,4502,4542,56.8,2.86,5.12,,,,,30.64,-97.68,30.64,-97.68,a14050681624,ye`zDfqdsQFl@@x@DPVBTTPDDRLK\Ej@BLJ@RCZHRArADl@JP`@^XLV@?XBDDA?[Ts@@]IiB@s@GWD_BG}AQgBEuAMoAIyAI[}@{AGu@Og@u@kEKUi@SsAa@]Aa@Mc@u@[Qo@_AmBiAqE_Dk@k@m@{@wAeByA}Am@aA@SPALOBME]kBeDgA}A[iAaAgBa@sAUa@@KhAs@nAgA^G~EvJ[O@GESqAkCbAs@PUaAoAmAAMG_@]IAkDfCAHdChF\fAhAhBb@bAVTh@bA@JEPa@XCVdGnH|@`AdAt@@HGDUMQC~@p@GDm@[qAlBAHh@j@NVb@fAF^x@bBL^Fh@VpABj@Xf@\jEBnCRtAb@pF`@pCDn@AfBH\j@r@VbC?ZO\ARh@~@AVMZ@h@Ch@UbBoAzAITDd@T|@AFi@J[d@cA~@_@F[Zo@FqAAcBNwCCwAFgAJs@Gk@[YEaDCe@Ga@KcA_Am@IqAVc@XGPGd@i@p@ETi@\ETUNATILQt@B|@UXAPTjEN|@^d@C\BVG|@PjAH\\h@TfAZ\Z|@TV?d@RvBCZc@ZGLR`BBr@AxBIdAHnAAPSr@WhCc@zAoA|Ai@lACNQRM`@g@VETG@KXq@l@@Xb@r@@H]ZAFSFc@z@Ir@DVIV@ZMNCTSn@OZMn@@j@EXBPGn@H~AHZCd@IPLn@Ml@?t@W`@FpACNg@p@]NId@ILiAf@SZAPSVYJ]@CXc@t@@^CFuA|AQCBDNEpAwAxBqCzCkDTc@f@kCPiB?mA]oDHiBRcAj@aAKk@F_@CGCc@Ns@d@s@p@m@?Eo@{@AKf@[HS`@k@^[r@kANi@hBiCVq@TgC\aBIyAHk@BeCW}CDMf@m@UaBCaAUWYaAY[YmA_@s@UcBHs@Gc@D[c@m@U{AEoALUIMEYAa@VY?OKQ@]d@{ATMFQt@gA^a@Ro@PKFOp@Uj@Eh@HfA~@n@PrAHdAEv@Lr@ZnAD`@KxEAlBOxBCNG\Wb@KZ]VMVc@t@i@?QSy@?UDOp@y@b@{@LkAF}AJU@SCQ[c@GWLc@BWUiCm@w@KWEaDGm@M[@[aAqJCqCUkCWm@e@_@Oe@MGKH]fA@dLNzG\JrF?fCGHEDM
Morning Run,14059367509,2025-04-02T09:21:38Z,12679.7,3689,3786,46.2,3.437,4.82,,,,,30.64,-97.68,30.64,-97.68,a14059367509,ye`zDnsdsQDbADBNGb@CDFEJHAHRROdA?HFBF@|BHjAd@n@VLV?DH@TFCBYPo@Bg@I}BD[Ee@@sA]sD@i@WsEGc@eAkBCk@Sm@m@{DO[QKgBi@}@Oc@s@s@a@Ma@OQqBkAaEuC_FuFOUMk@q@qAAMN[Ma@_CeEe@m@a@qAo@iAg@}A_@y@DMlCsB\KJJr@dBr@nAD@vAqAi@i@OYuACMC[a@UC_DbCMRj@zAfA|B^lAx@lAvBxDB\a@`@ANBFtD|ExA`Bd@f@rAbAIHe@UFLt@f@CBe@YG@qAbBEPb@b@h@hAJr@@zADZbAbB?`@GVLPBTh@f@Th@RvBBlBFxAJb@h@rGJ`@Bj@PbA@nCN`@^`@JTVlCSx@h@hAQj@B^S`Cm@dAo@r@ERZzA?Lc@LOTe@Xk@n@k@Le@\c@Di@EwBP}CC{ADkALu@Mm@]qAE{AF_@Qe@CaAaA[I_@Au@N{@d@Sp@e@f@Ob@c@\GPSV]pA@z@Uh@R|DNjAZb@F~@Gr@NlAPh@PVTfA^d@X|@Vd@PhCEVc@l@PtCMxDJrAA`@W|@Q~BI^a@|@u@|@@NTm@f@q@Zy@XaCX}AGuAJ}@Cw@Bu@SgDDU^[DMI{@Ke@GeASYW{@Y_@WiAi@qAKcAHw@I_@BW]i@I_@UsCCwAFUNOEi@@WTw@H_@PGJY^[Ne@`@e@Zw@r@[x@Mn@FhA|@r@RlCCx@Jh@Zr@P|@Sb@D|@GjC?`AMeANaF@QHm@@q@Im@[{@K{BBu@QiAaAe@EKDLETBlAdAf@BVL~AEv@BbBf@xEIzABdCS~A@p@_@l@SNODOr@o@^[REBSSaA@YlAkBNo@Hw@BsAJUBYg@y@?WJSBg@SoA?m@y@qAC_DQoAGOi@yG[kC@qBWqD[o@o@_Em@oAYaAi@mAu@w@BOpAcBn@X?Ky@m@f@PDICGyAiA@FhDzBj@d@d@Rv@h@^`@N^j@\Tf@TTbAJtBv@r@dD^lCdAjBZfDBrAJ|@PfCCdDHdCGl@M\C\IFCE?_@_@?KGIGc@s@G}@CmA?g@G[KEc@Fa@CKRA[UCD{AWYAm@h@i@Gm@
Quick Feet,14069316631,2025-04-03T09:43:22Z,11269.5,3817,3886,36.8,2.952,7.825,,,,,30.64,-97.68,30.64,-97.68,a14069316631,af`zDrpdsQJt@BfBDBl@CBLP?@TD@HSTBp@GJFFJChAFhBFXZZFNRJ^@DFAVB@DE?UTu@@_@IiE@{AKiAC}@M}A?q@Ia@SmCaAaBGUCc@cAkFOYo@WgA[k@E]Oc@u@e@YEQ_@g@m@a@}@a@iAy@a@]m@]{@u@mAyAm@k@e@q@_@]kB_CCOBI`@a@@KCQ[q@cBwCo@cA_@iAq@mA_@mAe@w@ASb@YpB}AZOF@v@jBxArCh@lARTmA}BOa@rAkA?G]]EG?GSWqA@OG]a@Q?KBwBbBm@\EJxBvE`@tAZ\\r@hAdBh@hA@^_@h@@RjC|Cl@z@XVvAbBf@b@n@^DD@FEHC?[SGJf@PTT?FMMe@MeAxAOV@Hf@Z^p@FZNV@\l@lAVn@^tBF|@V`@^hEAdADnAVnB`@dFZhAA\BPDzAC|@FXd@h@P`@ATTnBCZOT?HJXX\@TOj@D^StB?Pe@t@w@`ACZZjAADcAp@m@n@y@b@ILy@R_B?mBPYEkB@a@FyBHe@Gs@_@mAK]HqAA[Kc@E{@}@UKc@AgAL]LSXI@INEd@[Zi@v@QLGPWTYhA?d@BXKLKVBxALhBNx@J\X^GTD^E~@NdAHZT\VdALXXXVbARR@p@FVLbBAFc@XKNTpCArCG`@F`B_@jBKjBI^[n@_AfAGJ?JFARc@l@y@\}@NkANcBPe@B[ImAFw@?}@DcAEaAIWE_ABKb@g@BKKmAEWC}@UYSu@a@e@Oe@Mo@]o@Mu@Cc@Dq@Ek@BYUYKUKw@MoBEI?QDKCG?o@R[Ek@Fm@Lc@L]PGJ[VQ`@{@\a@Le@NGXW\Ch@Mp@BjA`An@NjADv@Ex@Fn@\j@Lh@@n@MfBGd@Bz@CTBrBQrABb@Ed@WFK\Gl@o@Ra@NETSVG@EIYOaADQn@w@b@{@Jg@JyAAe@J[@QEUU]CSF[Bc@M{@E}@s@sAG[BMEsBQoA?_@EIMs@M{BGUEs@SaBCq@EGB_@A{@WiEI_@UWCo@Qy@UuAu@_BMGAnA@VJXl@v@Pj@GXc@`@M^ATBbECl@BdACzAJtGAX`@PnH?|@CPEDI?m@KmBYiBKY
I Like 2 Party,14100624644,2025-04-06T11:29:46Z,20057.6,5710,5714,88.6,3.513,6.28,,,,,30.64,-97.68,30.64,-97.68,a14100624644,se`zDztdsQFXl@EPJJXNSdAAJHDfEl@z@v@R?XH?T{A@kAIaHWqBC{B[aDeAmBmAaHY]e@SqCq@[m@k@_@w@aA_B{@uDwCTORBjBw@f@_@xCq@vBq@`@c@vFcBvHL~POFGKs@^a@zH{BlDU`DGlBBdBWdCFEcEFUGgOu@}H}@wDqB`@}CxAsBd@}A`A{@pAYpBAbFG`@ONm@zCYbCItASXg@Lm@d@g@bBMHTdAIVMRo@JYTJjAEL}ZBaAVo@^}Bh@i@`@_DfAeB\YV_Bb@]`@m@FgImJBQ\c@Ae@iD{FyCkH@MxAqAlAu@RJdBrDxAoAaAgAeAA{@c@yCnBY\`AnC`AfBLv@nC`Eh@hAG\_@p@zHfJnA~@?Hk@Cx@j@y@UoAxBp@d@l@zADpCbAdB?dAHXh@f@Xr@RpCDtCt@zH^~BDhDt@vAXbCQrAd@t@Mv@MrCUj@iAzACd@VfAgBzAMh@y@F]P?HyBAyBRgCA{CNg@EaAc@wCCqAO{@{@y@Q}Bn@St@sBjC_@|ABz@S^P|DVtA\f@IhBLlAh@hAPz@pAhCNtC?Ri@x@XtCMzDD`Bm@dEc@tAqAdBq@fBY^e@VQl@{@z@h@lAiAhAUd@EdCaAlCI|BPfCGdAHTE|AYt@@zAa@p@c@VMn@uAr@Qn@WVo@JMh@W^Cf@cAlAe@N}@iBYiAfBoDb@m@pE}D`@m@@iB]kBkAGGK~@HZj@NzAMlB}EfEiChFCT`BzCnIsJv@mAd@gCTaCc@sFNuBNo@f@u@EuBLs@h@}@j@i@i@kAjAeBb@[l@iANo@fByB\aATkC\mAIyAHcESkCj@{@?OWyCQKMg@m@cAMw@k@sAQyAHu@Cy@]e@S{AOcDTw@CgAZeAVSd@q@hA_CjBq@v@HpAfA|EPxAj@fIMjFUdAg@hAwAx@e@U{AHWfAyALa@P_DNo@k@aARiAU}By@sACiCMw@Fc@Sq@_AoJEoESuBYc@o@iEcBgEy@kAPk@x@eAp@TBI}@g@AKTTVE_BwAsEiF|EvF`IjF^v@b@Tj@~@z@F`AZr@XRb@f@xB\vClApBt@lJFvDGhANvBU`DGpGK|BJaGRiFKAKp@Ec@s@Ke@o@OwEuA?IRG_@QABaBWKNi@VGN[Ci@
Recovery,14107402351,2025-04-07T09:24:57Z,11269.3,3822,3854,37.2,2.949,6.275,,,,,30.64,-97.68,30.64,-97.68,a14107402351,{e`zDfrdsQ@XHT?r@BFt@CALR?BZHUdAGPJBLGZALHZH~BHNVR@FDBTJX?@FAPDHDG?URq@@e@IwBFOIm@@aBEeAQ}AAkASsBCs@M_AaAcBEw@q@eDOgAQUs@WgA]}@Ig@{@k@a@Ym@eAo@m@WkB{A_Ai@i@g@yBcCm@y@sA{Ak@s@IS@ITQHOBQESa@{@q@_A{AmC_@oAq@kASm@g@kAEWBGfCmBb@UF@t@dBzC~FDXDCU}@GTQe@aAiBBGXO|@u@AIg@c@KWECcACWI]YYAcA~@kBrAT`@v@pB\h@Rb@XfAf@r@`BnC`@z@FP?R_@^CHBLr@`ArAvAxCxDRTpAz@AHEDYMK?|@p@CBo@[qAlBAJh@f@p@pAJn@~@rBd@rC@^V\@F\bEFfDJr@f@~Fb@rCBdDHPb@d@FT@TVvBG^KPAJP^RTDROj@@b@UhCYf@{@bAEJ?\VbA]^i@\CJUTe@Za@LMPWJWDgB?kBR]Eu@Bq@Aw@D[CQBQJYCMDKEe@Ak@]WEIBc@GwA?SB_@ESIY?iAgAUGU?wAZe@XUv@]^Qd@_@\GXWHCROb@Gl@Dd@Wt@PrDRjAFNVTC`@D`@Gp@PvAd@|@XjANL?FXf@Ld@PNBFCPFV@v@Hl@C\k@l@Dh@Jf@Dz@ChA@v@IdAHvA]`BO~AYrAQXIDo@z@a@v@AJQ^]^K`@c@VEFAT]\BOL[r@q@f@}@BOV_@J[V_@X[HOX[ZeAPkB\}BGy@?UHo@AaA@qASeCDQb@e@BOKg@KcBEQi@qA_@k@s@_CMeABs@Ie@Bc@SYQ_@WkCCe@Bg@E_@BYPM@KGg@Ju@Xu@Za@\[Xi@Ze@DUJSf@]`AU^Ad@HXPf@d@r@VzADt@Ex@Jp@\nADd@Kl@Bh@G`C@`BMvBA^MLOLIZEbAmAh@a@TK@GESDKQa@@[BM~@iARe@H_@HiA?{@Nc@?S_@m@IYNc@@WQeAG_AKWY[QY@mCMqAGOA[K]Ie@]aFMw@Ew@AiBCKKaB?W[w@e@a@O]QIONQz@A~BBZCf@BrA?rE@VDJBv@?rB@H\HVChDDzDEFGBi@Eg@C{AEa@@I\Gv@CJ[
Easy,14122529650,2025-04-08T18:41:24Z,11611.8,3889,3889,41.3,2.986,5.8,,,,,30.64,-97.68,30.64,-97.68,a14122529650,af`zD|qdsQDvAJ\x@CCNR??PHABOZD`@GXLBJGb@LbCHb@j@l@f@H@XHB@YNc@D_@GgCBa@EUBcBKsBQmBCcA[gDMa@w@uAEo@cAkFS]cAa@iB]m@}@k@a@Ui@{A_A]KGOiDwBsCuCeCaDy@{@GU`@]BKC]wAoCyAyBWgA_AcB{@eC?KHMd@IxAiAh@YNHb@fAbAlBF?d@e@b@Y@Oy@iAgACa@[]IgAb@g@t@MHUDc@d@j@xA`B~CV~@~AtCjAnB?LER_@X@TvD|EzAbBd@d@hAv@@HIFWQGAADt@b@HLEBk@]mA`BEXn@v@j@rAF^x@bBPnAT`ADr@X`@^`E?bCPnAh@rGXnAARJl@B|CFTXVTb@VlCQx@`@r@BZMb@?x@QjBUb@aApAERAVTz@HFs@^_B|Aa@Jk@^oB?mBR_AGmA@y@He@AKFq@Bo@Mu@]{@Gm@DcAA{@QQG[]g@]SGc@@gAT_@TQj@MRs@fAWNM\SN]zAAPHh@UTAPZrFJ\Z\CXFb@Kn@PtAL`@\n@T|@Zb@\`ARTAf@Jb@FfAAXc@^INFl@Ld@BdAC~BIp@HtAWrAWbCa@nAg@t@c@b@[h@G\u@xAa@RITw@|@AR\bACJSHCNWFe@x@Qx@FZIz@Ji@C[PgAPUNc@ZW@ITUAGi@i@GQ^[`@g@Ti@d@[p@iADYb@y@h@i@Zg@Vm@F[LmB\aBIuAJy@@wBCy@SiBDOd@g@@MWeBAs@S]]cA_@a@M}@e@}@QwAF_AIe@FQSSSg@SgCBa@Iw@@_@P_@Ey@Li@Vm@PKDOb@e@\s@V[Pk@n@a@ZEHK~@?`@LdA|@bARh@?b@Gn@BtA\z@Lv@GdCG|ADlAO~C?`@QHK@GNKVAn@u@lA}@@Q[_AAQHQt@y@`@}@PgCAYL[@UESe@k@?ON_@@QA]UiA@g@s@}@C[Aa@D{AMo@Cs@W_AM}A?g@IYKcA@WO}@AeACW?y@WyDKi@WS?m@_@wBGG}@_CGD@f@C\Dh@JV|@rAEb@e@^YjA@|BFd@?t@Cp@JfFA\JdCC\VFjCDzFKDIAeD
Easy Progression,14127625789,2025-04-09T09:20:09Z,12078.0,3524,3579,55.4,3.427,7.06,,,,,30.64,-97.68,30.64,-97.68,a14127625789,ue`zDbqdsQFv@?rABFp@KDFBLL??TD?DSdAEJBFP?LGPFZHfCJRVTDLRH^@@^HE?YRm@B_@KaDB_CYmDC_BScCK{@y@sAKYEo@aAkFU[oBo@gAQIG[o@i@][q@uA{@YI{DsC[YcCmCkDgEEK@MVSJQ?SEMe@eASUuAaCSUi@_Bc@s@o@kB_@q@CQxCaCPGNDv@bBt@tAfAw@JO?E{@gAkACQGi@YUFa@`@oBtAKBEHt@lBdAtB^nAv@dArBrDD`@a@h@CFDLvBdC~@pApAzA|@|@z@j@@FIJKKSG@DTRd@\?DI?GK[OK@kAdBCJj@l@r@|A@Z@rBFRVb@@ZJp@@`@DID@Rj@h@b@Vv@TzBAtANxBn@dHV~@?VH|@A`BDh@HR`@d@FR?TVrBAPQj@BLZd@HTANM^?x@MfBQ^kArAER?LVrAq@d@cAbAo@VCT[Be@LmACcCRo@EcA@kAFa@AIFtAKnDCvAMbB@TAn@a@XGX_@d@]h@m@ZMBQQaA?]z@kA\u@NoA@oANc@CUc@u@AUNYBUQoAEq@MYc@k@Ma@Bk@?y@Ce@Go@Qa@[iFUyBEK@WEGCc@Bk@G_BYkDYc@Ac@[sBK_@y@iBMg@Ua@Qg@OYc@]EM@GJIhA_Bn@ZD?GM{@e@CEHAf@PDGEKy@c@AOFE^Gb@a@vAa@ROl@U`AQpCy@XQNUl@KPMb@Md@Gf@WpA]XDv@InCJfACbEDjKK@GKi@BOv@g@|EuAv@InAYhAIVSXi@B[AaBFqACEe@Ag@JeFlBUZy@RULAPOX?VILe@B_A^MZBh@G\D|@Jh@CNaF@YB}EAcAFu@?uCKsC?eAVq@^[?eAd@a@HY\k@TmA\wB`@i@RSPoA\i@d@_@HCDHJvAv@zAhAj@RhAt@RTRd@n@h@HVLN|@LnBj@PJJRDd@ThA`@hC@d@P\`@h@Pb@PfA?ZNzB@v@RvBDfACdABd@Ad@BLF|BCb@Ql@E\E@EECKBICOe@COMGQSOGOGgB?c@CC@c@EOIIaA?G@ENC?AWWEB[?gAGGM?WYR_@LATYFK?Oo@_DIkAEQc@iACWMYMk@U]M?XVRfAp@~A?^Vr@N`AJ\Nx@Bd@F@DOOm@
Conversational,14150702391,2025-04-11T19:16:50Z,11649.2,4082,4082,54.6,2.854,5.84,,,,,30.64,-97.68,30.64,-97.68,a14150702391,qf`zD|odsQTrAAl@Dv@HDr@G?L^MGPKLX]FHfALHNEp@@t@JzA`@`@BLXLZ?@VHDBE?WPm@Bm@EqA@u@Ie@BW@_BEo@IMBUQ{D]oDkA}BCc@cAoFMSOGaBi@_AMOI]s@g@]Ue@WYiBaAmAaAgCiBoByB_EeFE@bEhFd@b@dAtAbBrAEHc@SCFbAn@EBg@YOAKV_ArACJp@r@h@lAZjAf@bANf@Hz@Rx@Dj@RTBRZ~CLhELv@b@pFPtAHNFz@@rCFTl@t@VlCAXQ`@?Jj@|@?NQ`@@n@K`BGZ[j@aAlAA^ZdAYLm@d@aAhAc@Ji@\]DyAEgBPwBCmAJ_@EgAJe@GcAa@o@E_CBw@Qe@Ye@g@[IeBTg@ZUr@o@dAe@d@KRSN[vA@`AQX?fAL`CPbAb@l@CLBn@Gn@LhAH^b@t@RdAXZ\~@T\P`D@Jk@d@ELRrADlAEp@@fAGp@FdAAXS|@[nC]hAyArBYv@i@dAk@ZYn@s@p@?Vl@x@{@z@_@r@Ep@Bd@G\BXQb@MLYn@Kf@I|BF`@@dAHXIv@Jr@K^@HCv@Yj@BxAa@p@e@VCXMV_@Tk@LQTG`@QPu@PCPa@t@B^B?dA{An@o@NYlCyCPc@`@{BTaCIeBUmBJoCVeAb@u@Ii@DYCi@Fi@J]lAyAAGa@a@EWJSn@o@Xg@ZSTi@\g@J_@l@}@x@cAVq@\}CVsAIiBHi@@uCK_AEaAd@o@DOEQCi@IYIiAMMY_Ag@m@Iw@GSY_@Ia@OuAHo@I[F]]_@GS_@uDDSAaABKLQEi@Fm@ZaANKJU`@a@La@j@u@Pe@ZMDIN@`@QTBBIV?VDd@Rt@v@j@Nj@?NFtAGr@Hz@`@n@FJIp@I\DhAK`@Fn@CRB~AOnBEn@QDFHCHMd@M\YR[FCFS^YBO^Ye@_AL]z@}@`@y@NuABmAJU?Y[e@Me@N_@@WCe@UgA?a@m@m@Q]AQHq@Au@DYWoAB]MUS}@UkEM_AEEEe@BcCGsAUiAWa@YOSe@Fk@A]iA{ADsBDQCOCn@CF@bAz@hDEPSJS~@B^DrBCVDf@Cl@Dp@GhABX?`BDZ@bCBt@dG?xCIFi@I{@@S
